"","business_id","name","longitude","latitude","city","review_count","category","averageSentimentScore","averageRating"
"31","-lDo_9oU_xna4_idQP1r4A","Hotel Indigo SCOTTSDALE OLD TOWN",-111.921,33.501,"Scottsdale",121,"Hotels",2.15957446808511,3.12765957446809
"32","-L_rzBx627AcIFqZsPnsQQ","Circle K Stores",-111.927,33.5825,"Scottsdale",3,"Grocery",-0.5,4
"33","-N6XWiSuFKv-AXT7C3n6Yw","Hampton Inn Phoenix-Biltmore",-112.032,33.5063,"Phoenix",34,"Hotels",1.2,3.46666666666667
"34","-nC13Bk7eJJN1likqJRY1w","The Body Lab",-111.986,33.5096,"Phoenix",16,"Fitness & Instruction",0.571428571428571,4.71428571428571
"35","-nWigG5EhFLjdSgGZthS3Q","Embassy Suites Hotel Phoenix-Airport At 24th Street",-112.032,33.48,"Phoenix",47,"Hotels",4.64705882352941,2.52941176470588
"36","-O7H5LhBkE13VQZB0QZI0Q","Fat Tuesday",-111.94,33.424,"Tempe",99,"Bars",4.6304347826087,3.01086956521739
"37","-O7H5LhBkE13VQZB0QZI0Q","Fat Tuesday",-111.94,33.424,"Tempe",99,"Nightlife",5.38586956521739,3.01086956521739
"38","-PoxCIqlN6tX98AxC0aPTQ","Pro's Ranch Market",-111.807,33.3947,"Mesa",35,"Grocery",2.11111111111111,4.55555555555556
"39","-r0wNFCnAkK8DjMnv3L6Zg","Copper Door Bar",-112.179,33.6231,"Glendale",10,"Nightlife",4.3,2.6
"40","-sAoGZTnFtDZUY9JYWHqlg","W Scottsdale",-111.924,33.5015,"Scottsdale",199,"Hotels",3.81481481481481,3.4320987654321
"41","-sC66z4SO3tR7nFCjfQwuQ","Gallo Blanco",-112.079,33.4914,"Phoenix",924,"Bars",4.49484536082474,4.11082474226804
"42","-sC66z4SO3tR7nFCjfQwuQ","Gallo Blanco",-112.079,33.4914,"Phoenix",924,"Nightlife",2.36082474226804,4.11082474226804
"43","-SxeUGqnKy8YiEV5YA42Jw","LA Fitness",-112.256,33.5549,"Peoria",14,"Fitness & Instruction",3,3
"44","-tBiXT917wKlr6n9wSqViw","The Keg Steakhouse + Bar",-111.742,33.3073,"Gilbert",138,"Nightlife",4.18333333333333,3.81666666666667
"45","-tBiXT917wKlr6n9wSqViw","The Keg Steakhouse + Bar",-111.742,33.3073,"Gilbert",138,"Bars",2.93333333333333,3.81666666666667
"46","-uGyt_hSdjy4obBZRhOmRQ","Sandbar Mexican Grill",-112.273,33.5514,"Peoria",62,"Nightlife",3.90384615384615,3.26923076923077
"47","-uGyt_hSdjy4obBZRhOmRQ","Sandbar Mexican Grill",-112.273,33.5514,"Peoria",62,"Dance Clubs",3.55769230769231,3.26923076923077
"48","-UnYs8XvV1M983xZoREdng","Su Vino Winery",-111.93,33.4925,"Scottsdale",121,"Bars",3.00980392156863,3.96078431372549
"49","-UnYs8XvV1M983xZoREdng","Su Vino Winery",-111.93,33.4925,"Scottsdale",121,"Nightlife",3.79411764705882,3.96078431372549
"50","-ux2HqhfQqldjxSt8vdSwQ","Cricket Wireless Pavilion",-112.233,33.4708,"Phoenix",25,"Nightlife",1,3.22222222222222
"51","-vF04fhPCoSdqgIhAZm0wQ","Marc's Sports Grill & Nightlife",-112.155,33.5831,"Glendale",28,"Bars",1.31818181818182,2.27272727272727
"52","-vF04fhPCoSdqgIhAZm0wQ","Marc's Sports Grill & Nightlife",-112.155,33.5831,"Glendale",28,"Nightlife",2.81818181818182,2.27272727272727
"53","-WXH-j7_Ugm6phJDdY5bzw","Applebee's",-111.859,33.3772,"Mesa",25,"Bars",3.66666666666667,2.11111111111111
"54","-WXH-j7_Ugm6phJDdY5bzw","Applebee's",-111.859,33.3772,"Mesa",25,"Nightlife",6.33333333333333,2.11111111111111
"55","-xfC8kvDn3TN5uhkeTT0JA","Foothills Sports Medicine Physical Therapy",-111.998,33.3067,"Phoenix",5,"Doctors",3.5,5
"56","-xLwGUmmyKgsTtFOOXzjeg","Brigett's Last Laugh",-112.031,33.643,"Phoenix",75,"Bars",4.52777777777778,3.61111111111111
"57","-xLwGUmmyKgsTtFOOXzjeg","Brigett's Last Laugh",-112.031,33.643,"Phoenix",75,"Nightlife",3.45833333333333,3.61111111111111
"58","-yxfBYGB6SEqszmxJxd97A","Quiessence Restaurant",-112.013,33.3907,"Phoenix",142,"Bars",3.21875,3.5625
"59","-yxfBYGB6SEqszmxJxd97A","Quiessence Restaurant",-112.013,33.3907,"Phoenix",142,"Nightlife",2.1015625,3.5625
"60","-zRuiAAK1FpbQDcw1fbrUA","Courtyard by Marriott",-111.926,33.64,"Scottsdale",17,"Hotels",3.04545454545455,4
"61","-_wk7WTa_--ZJWFF_i5v_w","North Central Sports Bar",-112.057,33.5532,"Phoenix",9,"Bars",0.25,3.75
"62","-_wk7WTa_--ZJWFF_i5v_w","North Central Sports Bar",-112.057,33.5532,"Phoenix",9,"Nightlife",-1,3.75
"63","0-KOpYSe9aQTAfM38f47HQ","Paradise Valley Family Medicine",-111.978,33.588,"Phoenix",12,"Doctors",4.21428571428571,3.85714285714286
"64","01cEFI5Pq_RyEwM3GSTopQ","Blue 32 Sports Grill",-111.93,33.5389,"Scottsdale",123,"Bars",3.5,3.76
"65","01cEFI5Pq_RyEwM3GSTopQ","Blue 32 Sports Grill",-111.93,33.5389,"Scottsdale",123,"Nightlife",4.26,3.76
"66","05aRozN6msYyyJIh8UEahQ","Pure Fitness",-112.134,33.5542,"Phoenix",4,"Fitness & Instruction",6.5,1
"67","06A3s7Ji-kJQbVxC6QbdNg","Trickshot Billiards And Hookah",-112.152,33.5833,"Glendale",3,"Nightlife",1,4
"68","06Rbm5JrkxQHz7yNTaPwaQ","Premier Care for Women",-112.367,33.6374,"Surprise",7,"Doctors",2.5,5
"69","08OcGan0xiT6I_oJ2loLMA","Oakville Grocery",-112.07,33.4492,"Phoenix",16,"Grocery",2.42857142857143,3.85714285714286
"70","09Kv1q51BlUyLznzNnL5Xw","Circle K Stores",-111.918,33.5017,"Scottsdale",5,"Grocery",6.5,2.5
"71","0A8myHrHPpiZGvGyFIBA1w","Arizona Arthritis & Rheumatology Associates",-111.977,33.5817,"Paradise Valley",7,"Doctors",4,1
"72","0Apb1P7RzbQEkeJDuywlPQ","George & Dragon II English Restaurant Pub",-111.978,33.4089,"Phoenix",11,"Bars",4.83333333333333,1.66666666666667
"73","0Apb1P7RzbQEkeJDuywlPQ","George & Dragon II English Restaurant Pub",-111.978,33.4089,"Phoenix",11,"Nightlife",4.66666666666667,1.66666666666667
"74","0BRORnn7ydzOR8ZZPyeWxQ","Bashas'markets Inc",-111.475,33.3664,"Gold Canyon",6,"Grocery",2.16666666666667,4.33333333333333
"75","0CeEgarUoVP2Nq9s1Mn0Aw","Mad Dog Saloon",-111.807,33.3816,"Mesa",64,"Nightlife",4.10714285714286,2.85714285714286
"76","0CeEgarUoVP2Nq9s1Mn0Aw","Mad Dog Saloon",-111.807,33.3816,"Mesa",64,"Bars",5.14285714285714,2.85714285714286
"77","0COaKgRuDzBisc2AxcLzMA","Fry's & Fry's Marketplace",-111.913,33.4672,"Scottsdale",24,"Grocery",5.9,3.6
"78","0d5xLrgemC6jjCe-rofCiw","Eddie's Tavern",-112.013,33.5983,"Phoenix",9,"Bars",3.375,3.25
"79","0d5xLrgemC6jjCe-rofCiw","Eddie's Tavern",-112.013,33.5983,"Phoenix",9,"Nightlife",3.125,3.25
"80","0deS4g2xR4SjvjHNeHUc-A","Ashoka Indian Groceries",-111.948,33.3061,"Chandler",14,"Grocery",6.5,2.16666666666667
"81","0eiwgPvuWkiW97Je_t2dfQ","Queen Creek Primary Care",-111.637,33.2482,"Queen Creek",6,"Doctors",4.125,4
"82","0f1oltdXd_3elbeLPK49Og","NextCare Urgent Care",-111.921,33.5813,"Scottsdale",10,"Doctors",4.8,2.8
"83","0fcAt0wsVwvGSj8SDt7chA","Discount Beverage Outlet",-111.634,33.2483,"Queen Creek",5,"Grocery",-2.5,3.5
"84","0FChuNtgjojqWvBzgfuTyg","Oceans7 Nightclub",-111.926,33.4642,"Scottsdale",9,"Bars",4.25,2.25
"85","0FChuNtgjojqWvBzgfuTyg","Oceans7 Nightclub",-111.926,33.4642,"Scottsdale",9,"Nightlife",2.75,2.25
"86","0FChuNtgjojqWvBzgfuTyg","Oceans7 Nightclub",-111.926,33.4642,"Scottsdale",9,"Dance Clubs",7.25,2.25
"87","0GaDryqh_sf7cwl1TPMMIw","Scottsdale Martial Arts Center, Inc",-111.884,33.6395,"Scottsdale",5,"Fitness & Instruction",3.25,5
"88","0hZLn2MG_mRPoyrt66JnLQ","Lucky Lou's",-111.684,33.4505,"Mesa",47,"Nightlife",5.83333333333333,4.14285714285714
"89","0hZLn2MG_mRPoyrt66JnLQ","Lucky Lou's",-111.684,33.4505,"Mesa",47,"Bars",5.14285714285714,4.14285714285714
"90","0iJwRM7cw-LIdI97H4nDSg","The Zoan",-112.083,33.4987,"Phoenix",5,"Bars",4,1.66666666666667
"91","0iJwRM7cw-LIdI97H4nDSg","The Zoan",-112.083,33.4987,"Phoenix",5,"Nightlife",1,1.66666666666667
"92","0IojJ5ZpxhX_BFJdgUk0Nw","Septembers",-111.842,33.3938,"Mesa",10,"Bars",2.5,3.75
"93","0IojJ5ZpxhX_BFJdgUk0Nw","Septembers",-111.842,33.3938,"Mesa",10,"Nightlife",2,3.75
"94","0jDkXQdprSgbx8GeK0dcTg","Bashas'",-112.046,33.5381,"Phoenix",8,"Grocery",6,1.5
"95","0LCqaCnEGesFEhpa6qNauQ","Grapeables Fine Wines",-111.715,33.6015,"Fountain Hills",14,"Bars",3.16666666666667,4.83333333333333
"96","0LCqaCnEGesFEhpa6qNauQ","Grapeables Fine Wines",-111.715,33.6015,"Fountain Hills",14,"Nightlife",2.58333333333333,4.83333333333333
"97","0MepUkozmPI0YQp8Bp7p8g","Hoookah Mania",-111.927,33.4426,"Tempe",20,"Bars",3.25,3.875
"98","0MepUkozmPI0YQp8Bp7p8g","Hoookah Mania",-111.927,33.4426,"Tempe",20,"Nightlife",1.5,3.875
"99","0mipXeIcQaqhkpseD8-0vQ","Trader Joe's",-112.226,33.6392,"Glendale",51,"Grocery",2.175,4.05
"100","0ONypOKIhttBz9IJzBE8jg","Fleming's Prime Steakhouse & Wine Bar",-111.968,33.3185,"Chandler",135,"Bars",3.15573770491803,3.65573770491803
"101","0ONypOKIhttBz9IJzBE8jg","Fleming's Prime Steakhouse & Wine Bar",-111.968,33.3185,"Chandler",135,"Nightlife",3.13934426229508,3.65573770491803
"102","0qPmDwHa9NdvvIOgerR8HQ","Canal Restaurant",-111.927,33.4997,"Scottsdale",40,"Bars",1.78125,3.4375
"103","0qPmDwHa9NdvvIOgerR8HQ","Canal Restaurant",-111.927,33.4997,"Scottsdale",40,"Nightlife",3.6875,3.4375
"104","0Rrih6W3LGrNGB_3cQaplg","Fry's Marketplace",-112.134,33.8448,"Phoenix",28,"Grocery",1.46153846153846,3.15384615384615
"105","0Rrih6W3LGrNGB_3cQaplg","Fry's Marketplace",-112.134,33.8448,"Phoenix",28,"Hotels",2.84615384615385,3.15384615384615
"106","0SI_lD1xTb6hUqpruo6ovw","Gallagher's Food & Fun",-112.204,33.5827,"Peoria",14,"Bars",1.53571428571429,3.5
"107","0SI_lD1xTb6hUqpruo6ovw","Gallagher's Food & Fun",-112.204,33.5827,"Peoria",14,"Nightlife",2.85714285714286,3.5
"108","0uP4fNs06SkeZqIm3ZWaZw","Bashas' ",-111.859,33.2181,"Sun Lakes",4,"Grocery",-1,2
"109","0VAYXzrEQExGm-Q8FpIvgQ","Lakin Douglas, MD",-111.885,33.5756,"Scottsdale",4,"Doctors",2.5,5
"110","0vHJbmk2q6tSxw-sMD8LAQ","Eyeglass World",-111.857,33.3885,"Mesa",14,"Doctors",4.25,3.5
"111","0VHXNBdx-XIYUAob6QgtPA","Walmart Neighborhood Market",-112.03,33.3761,"Phoenix",9,"Grocery",4.25,3.5
"112","0VpsHbGLHDVKIKAi0ZliyQ","Karamba Nightclub",-112.045,33.4659,"Phoenix",14,"Bars",3.5,3
"113","0VpsHbGLHDVKIKAi0ZliyQ","Karamba Nightclub",-112.045,33.4659,"Phoenix",14,"Nightlife",3.41666666666667,3
"114","0VpsHbGLHDVKIKAi0ZliyQ","Karamba Nightclub",-112.045,33.4659,"Phoenix",14,"Dance Clubs",2,3
"115","0VrsgXhnL7o5QWZ-aG-hqw","Best Western Inn & Suites Of Sun City",-112.301,33.6057,"Youngtown",14,"Hotels",2.2,3.2
"116","0w8fZao3bZYF57vyYoJjZQ","Hardtailz",-112.135,33.6383,"Phoenix",4,"Bars",3.5,4
"117","0w8fZao3bZYF57vyYoJjZQ","Hardtailz",-112.135,33.6383,"Phoenix",4,"Nightlife",1.16666666666667,4
"118","0WI0ydH2HtFxFswYXhE--w","Nakama Sushi Restaurant & Lounge",-112.344,33.4632,"Goodyear",118,"Bars",3.09183673469388,3.77551020408163
"119","0WI0ydH2HtFxFswYXhE--w","Nakama Sushi Restaurant & Lounge",-112.344,33.4632,"Goodyear",118,"Nightlife",1.70408163265306,3.77551020408163
"120","0wK--zW6Bgqgvnob8Qc77g","Famous Sam's",-111.805,33.3215,"Gilbert",29,"Nightlife",2.93103448275862,3.51724137931034
"121","0wK--zW6Bgqgvnob8Qc77g","Famous Sam's",-111.805,33.3215,"Gilbert",29,"Bars",3.70689655172414,3.51724137931034
"122","0xDNu8EhXAaHVfhHjkYUHQ","HYATT House Scottsdale/Old Town",-111.922,33.4973,"Scottsdale",32,"Hotels",5.96428571428571,4.28571428571429
"123","0y0z2eBbHNRU3_5zLTqhFQ","Its All in the Game",-112.227,33.6344,"Peoria",3,"Doctors",4,5
"124","0y0z2eBbHNRU3_5zLTqhFQ","Its All in the Game",-112.227,33.6344,"Peoria",3,"Fitness & Instruction",6,5
"125","0YB3QjUCaWlWUkc1Wtd-sg","Phoenix Gymnastics & Dance Academy",-112.101,33.6753,"Phoenix",6,"Fitness & Instruction",4.125,4.5
"126","0zHHvaVxvR5BpFXECvNNFQ","El Dorado Bar and Grill",-111.896,33.4662,"Scottsdale",22,"Bars",6.975,4.05
"127","0zHHvaVxvR5BpFXECvNNFQ","El Dorado Bar and Grill",-111.896,33.4662,"Scottsdale",22,"Nightlife",5.75,4.05
"128","105X3fhBCmSNh4NmVtkKcA","Tonto Basin Inn",-111.295,33.8317,"Tonto Basin",4,"Hotels",17.5,4
"129","10_Qfooraf2RS8PQC1nY9g","Children's Oasis Pediatrics",-111.821,33.3485,"Gilbert",6,"Doctors",3.5,3.5
"130","14K90G-hbfk795NY7cKxMA","Blue 32 Sports Grill",-111.757,33.3073,"Gilbert",169,"Nightlife",6.34848484848485,4.13636363636364
"131","14K90G-hbfk795NY7cKxMA","Blue 32 Sports Grill",-111.757,33.3073,"Gilbert",169,"Bars",5.46969696969697,4.13636363636364
"132","16olLTJnCA0Q3B_oft0RvQ","Fatcat Ballroom and Dance Company",-112.014,33.6099,"Phoenix",7,"Fitness & Instruction",10,2.33333333333333
"133","16orLd_wKfdfh4AxTZu_zQ","The Office",-111.975,33.6786,"Phoenix",7,"Bars",4.25,3.5
"134","16orLd_wKfdfh4AxTZu_zQ","The Office",-111.975,33.6786,"Phoenix",7,"Nightlife",7.5,3.5
"135","18hSbjtTEd-iLBbX9cAILQ","Jay Pages Jiu-Jitsu & MMA",-111.947,33.3069,"Chandler",5,"Fitness & Instruction",8,5
"136","1CG2E8Qd8bas91zCi5GaFg","Yoga Nirvana",-111.923,33.4084,"Tempe",34,"Fitness & Instruction",5.85714285714286,4.35714285714286
"137","1dC3GSC5bgQf9wEp-bv8PQ","AJ's Fine Food - DC Ranch",-111.886,33.653,"Scottsdale",26,"Grocery",4.07692307692308,3.53846153846154
"138","1EznjRSmTFjPeY80ybyyqA","Linder Dermatology",-111.937,33.5022,"Scottsdale",7,"Doctors",4.5,4
"139","1gRxYjqIRtQPGQTUr-5gLQ","Stingers Sports Bar",-112.152,33.5791,"Glendale",16,"Bars",6.6,4
"140","1gRxYjqIRtQPGQTUr-5gLQ","Stingers Sports Bar",-112.152,33.5791,"Glendale",16,"Nightlife",5.9,4
"141","1GXycbqgmD9TfhQFoktSLg","Sunny View Medical Center",-112.013,33.5011,"Phoenix",7,"Doctors",3.33333333333333,3.66666666666667
"142","1hgsmrezZ4IUMcdlYDEeOw","McRunels Steven B, DO",-112.1,33.5002,"Phoenix",4,"Doctors",4.125,5
"143","1hM6LnHSUfdjszTYSvZ72w","Metroflex Gym",-112.121,33.64,"Phoenix",10,"Fitness & Instruction",-0.5,3
"144","1iBYi4hrT98opr6TIdGxdQ","Hale Center Theater",-111.791,33.355,"Gilbert",43,"Nightlife",4.675,4.65
"145","1It6q3SJ27pwWWCr7kih6w","Reflections Laser Center & MedSpa",-111.927,33.5156,"Scottsdale",3,"Doctors",9.5,5
"146","1iW4hsW9DW_lRng8E22xUg","Barnet Dulaney Perkins Eye Center",-112.264,33.6377,"Sun City",6,"Doctors",2,5
"147","1M4oczf2lmkdgbrJ3J7OqA","Christopher's and Crush Lounge",-112.029,33.5115,"Phoenix",186,"Bars",4.91463414634146,3.8780487804878
"148","1M4oczf2lmkdgbrJ3J7OqA","Christopher's and Crush Lounge",-112.029,33.5115,"Phoenix",186,"Nightlife",5.38414634146341,3.8780487804878
"149","1mhywrdsgdqJM3OGZIpVtA","Martini Ranch",-111.924,33.4994,"Scottsdale",133,"Bars",4.28155339805825,3.47572815533981
"150","1mhywrdsgdqJM3OGZIpVtA","Martini Ranch",-111.924,33.4994,"Scottsdale",133,"Dance Clubs",5.27184466019417,3.47572815533981
"151","1mhywrdsgdqJM3OGZIpVtA","Martini Ranch",-111.924,33.4994,"Scottsdale",133,"Nightlife",4.31553398058252,3.47572815533981
"152","1NUrYIbJdvsGZ88yMMS2jg","Valley Radiologists Ltd",-111.995,33.6384,"Phoenix",4,"Doctors",4,5
"153","1nyX5dTwS4Ymi2GnfFtIIw","Circle K Stores",-112.082,33.4063,"Phoenix",6,"Grocery",15,5
"154","1Od13EHOiEf_8RCkJDT79Q","America's Best Contacts & Eyeglasses",-111.685,33.3951,"Mesa",3,"Doctors",1,3
"155","1OigyqVxIfE6AGKNGWZjnw","Walmart Supercenter",-111.982,33.639,"Phoenix",44,"Grocery",5.05,2.35
"156","1PaH4t64MN_MFAaM53ra6A","Red Roof Inns",-112.116,33.6428,"Phoenix",11,"Hotels",4.22222222222222,3.11111111111111
"157","1rdEcwDIsb7j5RhqE2oZhQ","Sports Club At City Square",-112.075,33.4925,"Phoenix",5,"Fitness & Instruction",3.5,4
"158","1rOQVIlUlLBcf1EDj_n4Vw","Paradise Lounge",-111.982,33.5992,"Phoenix",31,"Bars",3.94444444444444,3.77777777777778
"159","1rOQVIlUlLBcf1EDj_n4Vw","Paradise Lounge",-111.982,33.5992,"Phoenix",31,"Nightlife",4.44444444444444,3.77777777777778
"160","1sNa5oW9ZYX8MbMFkx9LzQ","Jasmine Tokyo",-111.929,33.5827,"Scottsdale",209,"Bars",4.82608695652174,3.95652173913043
"161","1sNa5oW9ZYX8MbMFkx9LzQ","Jasmine Tokyo",-111.929,33.5827,"Scottsdale",209,"Nightlife",4.81521739130435,3.95652173913043
"162","1sNep66xroh2ILUrDv9BxA","O' Kelley's",-111.879,33.3646,"Mesa",27,"Bars",4.25,3.41666666666667
"163","1sNep66xroh2ILUrDv9BxA","O' Kelley's",-111.879,33.3646,"Mesa",27,"Nightlife",4.91666666666667,3.41666666666667
"164","1teeh5f7lhxOB7xfZTadsQ","Digestive Health Specialists",-111.901,33.6441,"Scottsdale",4,"Doctors",3.5,5
"165","1UdCdMWYrcXlYUNtwrDeTg","Hyatt Place",-111.751,33.2922,"Gilbert",29,"Hotels",4.46153846153846,4.53846153846154
"166","1VxpVxY6X93m2C1hLGLAOw","Cactus Childrens Clinic PC",-112.189,33.6546,"Glendale",10,"Doctors",4.125,3.25
"167","1WUxcJDtvGgGUqsFMqJ5vg","Hilton Phoenix Chandler",-111.892,33.2981,"Chandler",26,"Hotels",3.66666666666667,4
"168","1xu5wFd0TeBg6xNBiRtknw","Dolce Espresso Video Coffee Bar",-112.059,33.5092,"Phoenix",22,"Nightlife",3.55555555555556,4.11111111111111
"169","1Y4SFeY8VWsuyAoTI7-GYg","Sidelines Tavern & Grill",-111.86,33.2624,"Chandler",39,"Nightlife",3.85,3.15
"170","1Y4SFeY8VWsuyAoTI7-GYg","Sidelines Tavern & Grill",-111.86,33.2624,"Chandler",39,"Bars",3.825,3.15
"171","1YYy56iVwF60VeAeqKrFNw","Catalina Sports Bar & Grill",-112.047,33.4816,"Phoenix",6,"Bars",2.66666666666667,3
"172","1YYy56iVwF60VeAeqKrFNw","Catalina Sports Bar & Grill",-112.047,33.4816,"Phoenix",6,"Nightlife",4,3
"173","1Z0HAqLtnRwkEbxy6lPYxQ","Strength of America",-111.547,33.5195,"Mesa",3,"Fitness & Instruction",3.75,5
"174","1zmd4XXOPr_spV3KiWCzFA","Ahwatukee Family Medical Center MD",-111.985,33.3205,"Phoenix",4,"Doctors",2,1
"175","1_ksgP_VSwFx0yBUAV3T4A","Phoenix Skin",-112.074,33.5108,"Phoenix",21,"Doctors",3,4.125
"176","20scqMi4o-b5ZaEBIGIewQ","Scottsdale Camelback Resort",-111.946,33.5029,"Scottsdale",10,"Hotels",2,3.4
"177","21yMkDG8nN2nANLVjIO4-w","Four Points by Sheraton Phoenix North",-112.12,33.5794,"Phoenix",16,"Hotels",2.64285714285714,2.57142857142857
"178","24V8QQWO6VaVggHdxjQQ_A","Arcadia Farms Cafe",-111.93,33.4942,"Scottsdale",286,"Bars",3.83606557377049,3.93032786885246
"179","24V8QQWO6VaVggHdxjQQ_A","Arcadia Farms Cafe",-111.93,33.4942,"Scottsdale",286,"Nightlife",3.85860655737705,3.93032786885246
"180","26m1rBWDr6M1AjwUTPkxfg","Holiday Inn Express SCOTTSDALE NORTH",-111.924,33.5785,"Scottsdale",8,"Hotels",5.66666666666667,3.66666666666667
"181","29ub4twRqgmWb5iMosV4ig","Quality Inn & Suites Of The Sun Cities",-112.328,33.6364,"Surprise",6,"Hotels",5.25,3
"182","29YFdpekmppF2kkaf8BYsA","Die Hard Gym & Fitness",-112.27,33.5817,"Peoria",6,"Fitness & Instruction",8.5,5
"183","2B9JbDVjDXeY-4uANGY6ng","Scottsdale Children's Group",-111.921,33.5813,"Scottsdale",13,"Doctors",4.7,3.4
"184","2BSF6wu1V3KfyFJf1DQ3DQ","Tallyho Cocktail Lounge",-111.898,33.5239,"Scottsdale",24,"Bars",4.81818181818182,3.72727272727273
"185","2BSF6wu1V3KfyFJf1DQ3DQ","Tallyho Cocktail Lounge",-111.898,33.5239,"Scottsdale",24,"Nightlife",5.22727272727273,3.72727272727273
"186","2ceeU8e3nZjaPfGmLwh4kg","Casey Moore's Oyster House",-111.943,33.4209,"Tempe",471,"Bars",4.79601990049751,3.89303482587065
"187","2ceeU8e3nZjaPfGmLwh4kg","Casey Moore's Oyster House",-111.943,33.4209,"Tempe",471,"Nightlife",4.81218905472637,3.89303482587065
"188","2Cud_OTrfUoFjarp1C6o5Q","Sundance Medical Associates",-111.776,33.3207,"Gilbert",6,"Doctors",3.75,1
