"","business_id","name","longitude","latitude","city","review_count","averageSentimentScore","averageRating"
"75","0Apb1P7RzbQEkeJDuywlPQ","George & Dragon II English Restaurant Pub",-111.978,33.4089,"Phoenix",11,0.333333333333333,1.66666666666667
"76","SgGINtDKQgoXoAnQgrDKDg","Native Grill & Wings",-111.976,33.3217,"Phoenix",53,1.78260869565217,2.91304347826087
"77","Our6bzte5W1wlIeOu9luug","My Wine Cellar",-111.978,33.3339,"Ahwatukee",111,7.35416666666667,4.29166666666667
"78","Lk-FP6yxYRTcU52SaTx2EA","Cactus Jack's Bar & Grill",-111.982,33.3481,"Phoenix",27,2.77777777777778,3.33333333333333
"79","QpxR9LNa506UN-Mt0TmQHw","Kirks Korner",-112.169,33.5823,"Glendale",4,3,5
"80","6i1XD3mWfxUxkOf7pO1WXA","Hooters",-111.98,33.3055,"Phoenix",6,1,2
"81","e0vubCKi8KD8zC2C6FdbuQ","Islands Restaurant",-111.975,33.6786,"Phoenix",60,4.73076923076923,3.92307692307692
"82","g4y3_YqR4jmfCP9K0TzxrQ","Marcel's Bar & Grill",-112.016,33.6555,"Phoenix",16,2.4,3.6
"83","QzXFdjIbFRGhzL83goPPLA","Elephant Bar Restaurant",-111.93,33.6555,"Phoenix",94,5,3.55263157894737
"84","G7-NoraGlmzwO0sgs4fbmQ","Native Grill & Wings",-111.874,33.3636,"Mesa",39,2.13333333333333,2.8
"85","PlCsVovsMET2LQuM6MuJ9w","O'kelly's",-111.879,33.3646,"Mesa",6,2,1
"86","Cp5_NSJFNgylD5SUdmT8nQ","Hollywood Alley",-111.891,33.3786,"Mesa",58,3.41666666666667,3.875
"87","hi5xfV28jsGBRWJWoBhDaw","Uncle Monkeys",-111.868,33.3933,"Mesa",14,-1,1.83333333333333
"88","rjjEN8QTMvilB08ImFyMow","Jupe's",-111.891,33.3638,"Mesa",17,3.28571428571429,4.42857142857143
"89","pas-y6Ki4gcxKfq2UhJGeQ","Famous Sam's Restaurant & Sports Bar",-111.773,33.3796,"Mesa",3,3,4
"90","bNGR0iQTx8hXRmQv4hV5gw","Applebee's",-111.788,33.3795,"Mesa",21,1.11111111111111,2.88888888888889
"91","zARGEdB0JyPCPR0f3FKGxQ","Chili's Grill & Bar",-111.805,33.3838,"Mesa",28,4,3
"92","zBGfa6Vx4K59v8OR81gzJg","Native Grill & Wings",-111.788,33.3871,"Mesa",45,1.34782608695652,2.60869565217391
"93","cPIi_5tWZw04DmtyUBcFlg","Hooters",-111.686,33.3855,"Mesa",12,2.83333333333333,2.33333333333333
"94","cF0k2s8qq7c2qT1yBofuyg","Chili's",-111.684,33.3893,"Mesa",17,0.75,3.25
"95","6uz6H-RNxbsVsvC4CRCo_A","Annabelle's Dining & Lounge",-111.684,33.4052,"Mesa",7,1.5,2.5
"96","p8Lx4U-5uvp7TAhT08-wkg","Kay's Place",-111.856,33.4091,"Mesa",7,0.5,3.25
"97","g8ewG8o0ubTUTAUDj7UZLQ","Pub'n Grub",-111.858,33.3637,"Mesa",17,1.14285714285714,3.71428571428571
"98","0IojJ5ZpxhX_BFJdgUk0Nw","Septembers",-111.842,33.3938,"Mesa",10,3.25,3.75
"99","44Up9Gbs-IKMnt7ULDWu8A","Cobb's Restaurant & Lounge",-111.557,33.4158,"Apache Junction",9,-1.25,2.25
"100","7ozgY7HgsQMhpIgPyenTuQ","McMashers Sports Bar & Grill",-111.729,32.8785,"Casa Grande",25,3.63636363636364,4.09090909090909
"101","j8BqRe8GsVLuWIKo0nhe-A","Silver Bullet Bar",-111.757,32.8871,"Casa Grande",3,2,2
"102","SCMYAkofvwKmI6ChdZFxIg","Dell's Pizza",-111.757,32.8961,"Casa Grande",12,1,4
"103","a9Wk44qJLWoJQT-_H8MB-w","Pesto's Pizza & Wine Bar",-111.876,33.3217,"Chandler",113,5.88372093023256,4.06976744186047
"104","LySAATrzrru3ajc5sEBFOA","All Starz Sports Bar & Grill",-111.927,33.3049,"Chandler",4,4,2
"105","xMK01ZbVUYLLoyqoeWAIVw","The Keg Steakhouse + Bar",-111.897,33.3057,"Chandler",159,5.28125,4.125
"106","0ONypOKIhttBz9IJzBE8jg","Fleming's Prime Steakhouse & Wine Bar",-111.968,33.3185,"Chandler",135,5.81967213114754,3.65573770491803
"107","7-4FxYXhNUS2lhpUb_q5-w","Teakwoods Tavern & Grill",-111.945,33.3198,"Chandler",121,4.3,3.88
"108","kNINeBoMawMbQd5cEEjmHQ","River Bottom Grill - East Valley Destination",-111.379,33.0547,"Florence",21,2.55555555555556,3.55555555555556
"109","HjM7hG2Fqrn6ZGmffs5aDQ","Champions Sports Saloon",-111.789,33.3541,"Gilbert",20,1.8,4.1
"110","xuEsUDFIWIEnBXvj1EBXlw","Crabby Don's Bar & Grill",-111.749,33.3784,"Gilbert",30,1.27272727272727,3.36363636363636
"111","1Y4SFeY8VWsuyAoTI7-GYg","Sidelines Tavern & Grill",-111.86,33.2624,"Chandler",39,3.6,3.15
"112","9AbyBqGWHYZC73GlyAuTrQ","Fleming's Prime Steakhouse & Wine Bar",-111.926,33.5303,"Scottsdale",204,6.55172413793103,3.95402298850575
"113","bx5Yc7-_E8wz3Lahpq88mQ","4th Floor Grille & Sports Bar",-111.926,33.5101,"Scottsdale",32,4.42857142857143,3.85714285714286
"114","2BSF6wu1V3KfyFJf1DQ3DQ","Tallyho Cocktail Lounge",-111.898,33.5239,"Scottsdale",24,2,3.72727272727273
"115","M0Pch3_-Gvj45RN1U4I35Q","Devil's Martini North",-111.926,33.5847,"Scottsdale",45,2.42105263157895,2.73684210526316
"116","kYQxOeJRFYats6cxVFnILw","FOX Sports Grill",-111.925,33.6337,"Scottsdale",29,2.33333333333333,2.16666666666667
"117","91IWybAX774ZiXzQYhRtcQ","Bacchus Wine Made Simple",-111.929,33.6229,"Scottsdale",8,7,4.75
"118","iZR96moKSAWYROyL5-qeuQ","Chop and Wok Gourmet Chinese",-111.927,33.5824,"Scottsdale",58,4.1304347826087,3.47826086956522
"119","_TWT58PWunYIyPgpz1fuog","Arena Sports Grill",-111.944,33.6399,"Scottsdale",46,4.8,3.5
"120","d840tbYJSVn8Fu-n5XRJTw","Handlebar-J",-111.928,33.5831,"Scottsdale",58,4.73076923076923,3.73076923076923
"121","v76uEBa0jkRl8AH28piX4w","Casino Arizona",-111.886,33.4543,"Scottsdale",97,2.375,2.95
"122","uS2T2BMt7_EE7mhM3m3I7w","Goldie's Neighborhood Sports Cafe",-111.862,33.5748,"Scottsdale",86,3.20588235294118,3.52941176470588
"123","x6koVXXoyrR54_EsqOv75w","Zipps Sports Grill",-111.9,33.5547,"Scottsdale",94,4.18918918918919,3.64864864864865
"124","QVR7dsvBeg8xFt9B-vd1BA","K O'Donnell's Sports Bar & Grill",-111.898,33.6205,"Scottsdale",162,5.54054054054054,3.86486486486486
"125","LzNJLEIo4gh-X_rmDkNkNg","Four Peaks Grill & Tap",-111.893,33.6284,"Scottsdale",349,5.11688311688312,4.04545454545455
"126","n4mfUCDXHsg0GH50HzJpug","Rock Bottom Restaurant & Brewery",-111.895,33.5829,"Scottsdale",24,5.14285714285714,4.14285714285714
"127","0LCqaCnEGesFEhpa6qNauQ","Grapeables Fine Wines",-111.715,33.6015,"Fountain Hills",14,5.33333333333333,4.83333333333333
"128","LeUNBYgQL3cERb4nsd7rVw","Applebee's",-111.926,33.4074,"Tempe",44,2.25,2.95
"129","DQlVVaGbMxf3Ed6rp8A3kA","Final Round Sports Bar & Grill",-111.94,33.3793,"Tempe",22,3.75,3.875
"130","BJfjd8oEMW_zq8KTkixyig","Doc & Eddy's",-111.927,33.3792,"Tempe",79,4.12121212121212,3.51515151515152
"131","h-9z4dgdEghdPLeDMLpDYA","Tailgate Sports Bar & Grill",-111.954,33.4079,"Tempe",24,3.2,3.4
"132","U7jOpLoLXYphWFqS6JO8mQ","Native Grill & Wings",-111.917,33.4071,"Tempe",79,2.97297297297297,3.16216216216216
"133","GPAg6fpHEiYNDbd_QWTc8g","Horse & Hound Sports Grill",-111.917,33.4076,"Tempe",24,3.66666666666667,3.44444444444444
"134","IVcJFeRGNWpn4sZv-mWpiA","Prankster's Gar and Brill",-111.923,33.4078,"Tempe",39,2.6875,3.625
"135","HmNMIuTR3lH0OTpkog2dTQ","Q & Brew",-111.941,33.3917,"Tempe",14,3.4,3.8
"136","9cAWufXd7SvykcNHutxFug","Time Out Lounge",-111.94,33.3945,"Tempe",33,1.84615384615385,3.92307692307692
"137","Mmz8iWNfeXkp1dIP0FkTaw","Palo Verde Lounge",-111.952,33.4074,"Tempe",43,0.4375,3.75
"138","452qcsoV-d55n0V7Osh50A","Graham Central Station",-111.964,33.3459,"Tempe",41,1.58823529411765,3.05882352941176
"139","ht17atGW3tP8dFeiJkXI_g","Skip & Jan's Sports Bar",-111.963,33.3459,"Tempe",36,3.42857142857143,3.21428571428571
"140","jnYK5m7KoEQ3tZ6ZPH8ACA","Boston's Bar & Grille",-111.912,33.3506,"Tempe",17,1.71428571428571,2.14285714285714
"141","9pGs5hcA-13x5o97XcMt_g","Applebee's",-111.965,33.3486,"Tempe",27,0.4,2.9
"142","trG1k-K6Nq4YKcexa1AGOA","Buffalo Wild Wings",-111.791,33.3317,"Gilbert",97,2.80952380952381,3.21428571428571
"143","Btmq4WdwevpVWTPjhzf1YQ","Teakwood Tavern and Grill - Gilbert",-111.786,33.3052,"Gilbert",90,3.23076923076923,3.61538461538462
"144","CZCDusV1kumHM7cO8CFqBQ","The Other Room",-112.153,33.582,"Glendale",9,3,4
"145","-vF04fhPCoSdqgIhAZm0wQ","Marc's Sports Grill & Nightlife",-112.155,33.5831,"Glendale",28,0.0909090909090909,2.27272727272727
"146","BzVL418zXA493ylw8Ltx7w","Applebee's",-112.186,33.5825,"Glendale",19,2.85714285714286,2.71428571428571
"147","R6tP_sNGD9rCU4dFPNEFPQ","Stardust Country",-112.153,33.5675,"Glendale",8,0.5,2.5
"148","CTOz7KhvX2QNvBXBXOvV7w","Swizzle Stick Cocktail Lounge",-112.17,33.5675,"Glendale",7,0.333333333333333,2
"149","XHjpd-DM7-5paAurBTlTJw","5030 Cocktail Lounge",-112.168,33.582,"Glendale",7,5.33333333333333,4.66666666666667
"150","AoJUauqYx9rjBPouocdFjg","Jimbo's Bar & Grill",-112.169,33.597,"Glendale",37,4.28571428571429,3.78571428571429
"151","FepoUL-tGuQFYc0u_fngsg","Silver Q Hookah Lounge and Billiards",-112.202,33.5962,"Glendale",6,2.66666666666667,3.33333333333333
"152","7Vpyfk04bIBPAHL5zRQEzg","Charley's Place",-112.154,33.611,"Glendale",11,5.8,4.6
"153","HKr_xfeyrv2Bh7urZsQEVA","Tony's Cocktail Lounge",-112.187,33.6261,"Glendale",19,1.25,4.125
"154","mkvGW-l5BCNQvSzjLDYoBg","Chilly Bombers",-112.166,33.6389,"Glendale",18,2.6,2.4
"155","jIqbggyfbv37DgMk0_780A","Cheers",-112.188,33.6386,"Glendale",9,7.33333333333333,4.33333333333333
"156","Y-5knOy4atrpy-TJU7gEfQ","Tailgaters Sports Bar & Grill",-112.19,33.6387,"Glendale",33,1.36363636363636,3.27272727272727
"157","q-G7FT5iJsSdhcGFCX10uw","Padre Murphy's",-112.153,33.6399,"Glendale",72,1.9375,3.03125
"158","lFKcrBE-1w5q0TAFxZ_Qww","Applebee's",-112.357,33.4649,"Goodyear",30,0.928571428571429,2.35714285714286
"159","TQasUKgKxJGMINAXuNE63A","Driver's' Sports Grill",-112.364,33.484,"Goodyear",3,-1,1
"160","64IrwpAlZKQ-Pd70gNmiOQ","Roman's Oasis",-112.421,33.4356,"Goodyear",32,2.8125,4.3125
"161","OPKUjv6D5G46Lh2BHP20fA","The Old Pueblo Cafe",-112.358,33.4938,"Litchfield Park",96,3.09302325581395,3.2093023255814
"162","FxteKHchB9rFBHTZNTZH_A","Applebee's",-112.356,33.6421,"Surprise",20,0.142857142857143,2.14285714285714
"163","WVXAomsiK-r64G_OqtITrQ","Runner's Sports Bar",-112.336,33.6371,"Surprise",3,4,4
"164","if_VgGCfq18P2Z24JdipSA","High Octane Lounge",-112.348,33.6392,"Surprise",6,-9.66666666666667,1.66666666666667
"165","SoMmHSD_g9xQv68GV22RZw","Fox and Hound",-112.238,33.6291,"Peoria",53,3.22727272727273,3.54545454545455
"166","GwxCl1eT1lrC-PqtHTSObg","The Moon",-112.234,33.635,"Peoria",37,3.9375,3.6875
"167","iPOvppPpoMPUMPyVN81JLQ","Hooters",-112.234,33.6358,"Peoria",33,4.53846153846154,3.07692307692308
"168","v_XRRT2q4BNrzR3lt34dwg","Applebee's",-112.231,33.6376,"Peoria",3,-2,1
"169","Xme5djuu9yL08NVPXX1xzw","Mecca Sports Bar & Grill",-112.729,33.9695,"Wickenburg",5,2.5,3
"170","-gefwOTDqW9HWGDvWBPSMQ","Seamus McCaffrey's",-112.074,33.4505,"Phoenix",193,3.78443113772455,3.59281437125748
"171","YhQxJ4I7bXJ9IAQo7YdJFg","The Paper Heart Gallery",-112.084,33.453,"Phoenix",11,3,3.875
"172","dn2rubA4plfH63B6nOVioA","Networks Bar & Grill",-112.077,33.4492,"Phoenix",67,2.45454545454545,2.98181818181818
"173","PdRzCJWP7nPdYoHPdd5SOQ","Portland's Restaurant & Wine Bar",-112.074,33.4597,"Phoenix",90,5.54666666666667,3.33333333333333
"174","w-ghJKIBJwKy0E--GPgB9A","Hoot Owl",-112.154,33.6375,"Phoenix",18,2.16666666666667,4
"175","cqIHyZ3Q0D4vBi-vb4mi-g","Bikini Lounge",-112.092,33.4591,"Phoenix",153,1.7578125,3.859375
"176","N_6bV3c3JagKW7sD3X9ldA","Original Hamburger Works",-112.091,33.4798,"Phoenix",167,5.05405405405405,3.61486486486486
"177","ZvvTPVqChi-mQd1JV6VM5w","Nu Towne Saloon",-111.974,33.4511,"Phoenix",16,1.91666666666667,4.41666666666667
"178","uQyrVlJS4nh2Y3C0fCy3fw","The Bunkhouse Lounge",-112.083,33.5013,"Phoenix",19,2.05555555555556,3.11111111111111
"179","eFK2QePKvAowH-uX-0V4hQ","Charlie's",-112.084,33.5088,"Phoenix",103,2.52222222222222,3.25555555555556
"180","9mQj65SmYj2pcehH339aEw","The Hidden House Cocktail Lounge",-112.082,33.4876,"Phoenix",56,1.4047619047619,3.30952380952381
"181","UAzZDOlg_Fp4-8YhHDpo2g","Garnett's Rite Inn",-112.083,33.4956,"Phoenix",9,0.666666666666667,3.33333333333333
"182","9UO40OsPTdXDl_hR2obOzg","Bruno Mali's Cafe & Gift",-112.082,33.4876,"Phoenix",4,-0.5,3.5
"183","BjznUPL2h5-vOkPHsnF40w","OZ Bar",-112.098,33.5245,"Phoenix",5,3.8,4.4
"184","nbCAnw8b9_3EaSPpEfLd2w","The Recovery Room",-112.103,33.5239,"Phoenix",26,2.16666666666667,3.79166666666667
"185","4JbQSLiRKQudjDn9fYyEiw","Bullocks Country Attitudes",-112.114,33.524,"Phoenix",5,3,4.16666666666667
"186","FS8-2ptrd9mOBrjDCH88Bw","Mvp Sports Bar",-112.151,33.5391,"Phoenix",3,3,2.5
"187","x9XX-dcVZfpU_J5UWuWzeg","O'Connor's Pub",-112.116,33.5672,"Phoenix",22,5.21052631578947,4.57894736842105
"188","HmieoxfEuZT91ojxluadZg","Shenanigans Bar & Grill",-112.108,33.6401,"Phoenix",22,3.52631578947368,3.21052631578947
"189","dOUtKHQ8Q0eHFjKPmi07tw","Bailey's Pub",-112.133,33.6552,"Phoenix",20,1.42857142857143,3.14285714285714
"190","GVUtuBmDdvXxXtjrvHHJnQ","The Flight Line Bar and Grill",-112.1,33.6867,"Phoenix",13,3.45454545454545,3.36363636363636
"191","VF9wvcgVPDVa9LBDHPrXuw","Stackers Restaurant",-112.12,33.5964,"Phoenix",22,3.47368421052632,3.63157894736842
"192","sHac5Efa3ZPK9GpeeHvylQ","BullShooters",-112.133,33.5808,"Phoenix",32,2.25,3.16666666666667
"193","NvI3tykB4nbcAW0E2BYS7Q","The Nugget",-112.239,33.4951,"Phoenix",3,1.5,1.5
"194","ECBzFJhjbTyPHG7hZHPh_w","O'Brien's Sports Bar",-112.134,33.5524,"Phoenix",22,4.17647058823529,3.52941176470588
"195","3R3fjDKBoF8-3eKQKXdrcw","Metro Sportz Bar",-112.119,33.5795,"Phoenix",19,-0.428571428571429,3.07142857142857
"196","DHk8is9rvfnATsW1AudWQg","Santisi Brothers",-112.117,33.6416,"Phoenix",190,3.98101265822785,3.86075949367089
"197","76t0p7bQRbHwPLXmIk2DyA","Applebee's",-112.119,33.6399,"Phoenix",4,-0.666666666666667,3.33333333333333
"198","0w8fZao3bZYF57vyYoJjZQ","Hardtailz",-112.135,33.6383,"Phoenix",4,4,4
"199","i7SSAUdpfAqqYCk1ynGSKw","Dave's Place",-112.118,33.6412,"Phoenix",12,4.22222222222222,4.33333333333333
"200","fRzGPHlIA105vAW84XYWYQ","The American Legion Post 105",-112.135,33.6121,"Phoenix",3,3,4.33333333333333
"201","RnUemTgfTTCU01Xn2Tc5qQ","Sun Devil Liquors",-111.84,33.4203,"Mesa",64,5.35849056603774,4.49056603773585
"202","strMzTo9IsGhUVBkcB73jw","The Woodshed II",-111.875,33.4228,"Mesa",25,3.91304347826087,3.39130434782609
"203","zbPIIrWgw25kqAFkdBKxOA","Sluggo's Sports Grill",-111.828,33.4191,"Mesa",7,5.33333333333333,3.83333333333333
"204","s9XNBJAZ3ZcNW5u8BRZXuw","Blue Adobe Grille",-111.835,33.5853,"Scottsdale",145,4.94615384615385,4.11538461538461
"205","c0-q98sX3AEsiYKSVIukyQ","El Charro Restaurant & Cocktail Lounge",-111.84,33.4176,"Mesa",55,2.97959183673469,3.38775510204082
"206","JIUlJaFzsBpQ1e5QpILOhw","Hambone Sports Bar and Grill",-111.812,33.4147,"Mesa",17,2.27777777777778,3.94444444444444
"207","tK_a3oP-70kAr0u3qvwPPQ","Applebee's",-111.718,33.4369,"Mesa",24,2.1,3.1
"208","KuUHf5U3CHIMBZqQTti7OA","DJ's Smoke Shop",-111.844,33.3352,"Chandler",6,0,3.2
